Date,Open,High,Low,Close,Adj Close,Volume
2015-09-08,65.230003,66.500000,65.180000,66.379997,56.263096,17706800
2015-09-09,66.860001,67.010002,65.010002,65.120003,55.195133,9464200
2015-09-10,64.070000,64.650002,63.830002,64.120003,54.347546,14524800
2015-09-11,64.180000,64.680000,63.990002,64.650002,54.796776,8062400
2015-09-14,64.650002,64.669998,63.820000,64.279999,54.483158,6956700
2015-09-15,64.480003,64.699997,64.050003,64.320000,54.517059,6860800
2015-09-16,64.599998,64.769997,64.050003,64.690002,54.830677,5625400
2015-09-17,64.699997,65.290001,64.160004,64.470001,54.644199,7133100
2015-09-18,63.750000,64.230003,63.259998,63.340000,53.686424,12885200
2015-09-21,63.750000,64.000000,63.369999,63.720001,54.008499,7119600
2015-09-22,63.230000,63.820000,62.919998,63.590000,53.898323,8800800
2015-09-23,63.720001,63.930000,63.119999,63.720001,54.008499,5876600
2015-09-24,63.360001,63.980000,63.299999,63.830002,54.101742,6956200
2015-09-25,64.070000,64.459999,63.619999,63.779999,54.059364,7163000
2015-09-28,63.599998,63.950001,63.480000,63.660000,53.957657,9394400
2015-09-29,63.750000,64.040001,63.230000,63.779999,54.059364,7640100
2015-09-30,64.430000,64.940002,63.930000,64.839996,54.957813,7979200
2015-10-01,64.760002,64.940002,63.880001,64.269997,54.474678,7837200
2015-10-02,63.759998,64.980003,63.410000,64.980003,55.076473,7084000
2015-10-05,65.209999,65.919998,65.139999,65.870003,55.830822,6300300
2015-10-06,65.540001,65.949997,65.180000,65.680000,55.669800,7410900
2015-10-07,65.839996,66.360001,65.769997,66.360001,56.246151,7136000
2015-10-08,66.230003,66.989998,66.150002,66.879997,56.686897,5974500
2015-10-09,66.940002,67.019997,66.510002,66.690002,56.525845,6754000
2015-10-12,66.669998,67.000000,66.580002,66.930000,56.729279,5643900
2015-10-13,66.620003,66.940002,66.260002,66.730003,56.559761,8858400
2015-10-14,66.610001,67.949997,60.020000,60.029999,50.880894,80898100
2015-10-15,59.700001,60.470001,58.610001,59.330002,50.287594,46253500
2015-10-16,59.470001,59.490002,58.369999,58.889999,49.914639,26195100
2015-10-19,58.790001,59.299999,58.500000,58.849998,49.880741,17805800
2015-10-20,58.860001,59.000000,58.570000,58.750000,49.795975,10423700
2015-10-21,58.799999,59.040001,58.570000,58.639999,49.702736,13117600
2015-10-22,58.939999,59.959999,58.639999,58.900002,49.923119,14588500
2015-10-23,59.189999,59.279999,58.220001,58.299999,49.414566,13040600
2015-10-26,58.400002,58.450001,57.970001,58.020000,49.177246,10839800
2015-10-27,58.009998,58.040001,57.380001,57.480000,48.719532,10511400
2015-10-28,57.660000,57.720001,57.160000,57.639999,48.855152,11834700
2015-10-29,57.720001,58.119999,57.480000,57.959999,49.126389,12855500
2015-10-30,57.730000,58.119999,57.240002,57.240002,48.516129,15805500
2015-11-02,57.290001,57.610001,56.770000,57.610001,48.829727,10719200
2015-11-03,57.570000,58.330002,57.529999,58.110001,49.253510,10253900
2015-11-04,58.580002,58.759998,58.189999,58.369999,49.473888,10056500
2015-11-05,58.509998,58.980000,58.419998,58.610001,49.677315,8860500
2015-11-06,58.919998,59.200001,58.310001,58.779999,49.821404,9977300
2015-11-09,58.500000,58.779999,58.020000,58.490002,49.575619,8440400
2015-11-10,58.310001,58.709999,58.310001,58.680000,49.736652,7614900
2015-11-11,58.500000,58.730000,57.470001,57.580002,48.804310,8689900
2015-11-12,57.639999,57.770000,56.919998,56.950001,48.270321,9551500
2015-11-13,56.740002,57.060001,56.299999,56.419998,47.821087,12514900
2015-11-16,56.389999,58.029999,56.360001,57.869999,49.050091,13321600
2015-11-17,59.340000,60.900002,59.200001,59.919998,50.787651,24679300
